ICAO,type,value
KPRB,unicom,123.000
KPRC,approach,133.575
KPRC,asos,127.200
KPRC,atis,127.200
KPRC,clearance,119.250
KPRC,ctaf,125.300
KPRC,ground,121.700
KPRC,unicom,122.950
KPRG,approach,125.450
KPRG,approach,134.725
KPRG,awos,124.175
KPRG,ctaf,123.000
KPRG,unicom,123.000
KPRN,asos,120.000
KPRN,ctaf,122.800
KPRN,unicom,122.800
KPRO,approach,123.900
KPRO,awos,118.000
KPRO,ctaf,122.800
KPRO,unicom,122.800
KPRS,awos,118.000
KPRS,ctaf,122.800
KPRS,unicom,122.800
KPRX,awos,119.675
KPRX,ctaf,122.975
KPRX,unicom,122.975
KPRZ,approach,118.425
KPRZ,awos,118.175
KPRZ,clearance,119.000
KPRZ,ctaf,122.800
KPRZ,unicom,122.800
KPSB,awos,127.525
KPSB,ctaf,122.900
KPSC,approach,128.750
KPSC,approach,133.150
KPSC,atis,125.650
KPSC,clearance,120.000
KPSC,ctaf,135.300
KPSC,ground,121.800
KPSC,unicom,122.950
KPSE,awos,118.400
KPSE,ctaf,122.700
KPSE,unicom,122.700
KPSF,approach,132.825
KPSF,asos,135.375
KPSF,clearance,128.600
KPSF,ctaf,122.700
KPSF,unicom,122.700
KPSG,awos,125.800
KPSG,ctaf,122.500
KPSK,approach,126.000
KPSK,awos,127.375
KPSK,clearance,121.700
KPSK,ctaf,122.700
KPSK,unicom,122.700
KPSM,approach,125.050
KPSM,atis,132.050
KPSM,departure,125.050
KPSM,ground,120.950
KPSM,unicom,122.950
KPSN,awos,118.025
KPSN,ctaf,122.700
KPSN,unicom,122.700
KPSO,awos,127.175
KPSO,ctaf,122.700
KPSO,unicom,122.700
KPSP,approach,126.700
KPSP,approach,135.275
KPSP,atis,124.650
KPSP,clearance,128.350
KPSP,ctaf,119.700
KPSP,ground,121.900
KPSP,unicom,122.950
KPSX,asos,118.025
KPSX,ctaf,122.800
KPSX,unicom,122.800
KPTB,approach,126.750
KPTB,awos,133.325
KPTB,ctaf,122.700
KPTB,unicom,122.700
KPTD,awos,118.325
KPTD,ctaf,122.800
KPTD,unicom,122.800
KPTH,awos,135.400
KPTH,ctaf,122.800
KPTK,approach,132.350
KPTK,asos,125.025
KPTK,atis,125.025
KPTK,clearance,118.250
KPTK,ctaf,120.500
KPTK,ground,121.650
KPTK,ground,121.900
KPTK,unicom,122.950
KPTN,approach,124.300
KPTN,awos,134.575
KPTN,clearance,124.300
KPTN,ctaf,122.800
KPTN,unicom,122.800
KPTS,awos,118.775
KPTS,ctaf,123.000
KPTS,unicom,123.000
KPTT,awos,118.725
KPTT,ctaf,122.800
KPTT,unicom,122.800
KPTU,awos,118.375
KPTU,ctaf,122.800
KPTU,unicom,122.800
KPTV,approach,119.075
KPTV,awos,134.625
KPTV,ctaf,122.800
KPTV,unicom,122.800
KPTW,approach,126.850
KPTW,asos,119.425
KPTW,clearance,118.550
KPTW,ctaf,122.700
KPTW,unicom,122.700
KPTZ,awos,125.125
KPUB,approach,120.100
KPUB,atis,125.250
KPUB,clearance,120.900
KPUB,ctaf,119.100
KPUB,ground,121.900
KPUB,unicom,122.950
KPUC,asos,135.425
KPUC,ctaf,122.800
KPUC,unicom,122.800
KPUJ,approach,121.000
KPUJ,awos,126.225
KPUJ,ctaf,123.075
KPUJ,unicom,123.075
KPUW,asos,135.675
KPUW,ctaf,122.800
KPUW,unicom,122.800
KPVB,awos,120.575
KPVB,ctaf,122.700
KPVB,unicom,122.700
KPVC,approach,118.200
KPVC,awos,119.275
KPVC,clearance,120.650
KPVC,ctaf,122.800
KPVC,unicom,122.800
KPVD,approach,123.675
KPVD,asos,124.200
KPVD,atis,124.200
KPVD,clearance,126.650
KPVD,ctaf,120.700
KPVD,ground,121.900
KPVE,awos,118.125
KPVE,center,125.850
KPVE,ctaf,123.000
KPVE,unicom,123.000
KPVF,approach,127.400
KPVF,awos,128.125
KPVF,ctaf,122.800
KPVF,unicom,122.800
KPVG,approach,118.900
KPVG,approach,125.200
KPVG,awos,118.375
KPVG,ctaf,122.725
KPVG,departure,125.200
KPVG,unicom,122.725
KPVJ,awos,118.675
KPVJ,ctaf,122.800
KPVJ,unicom,122.800
KPVU,approach,118.850
KPVU,atis,135.175
KPVU,awos,135.175
KPVU,ctaf,125.300
KPVU,ground,119.400
KPVW,approach,119.200
KPVW,approach,119.900
KPVW,awos,119.675
KPVW,clearance,118.400
KPVW,ctaf,123.000
KPVW,unicom,123.000
KPWA,approach,120.450
KPWA,approach,124.200
KPWA,approach,124.600
KPWA,atis,128.725
KPWA,ctaf,126.900
KPWA,ground,121.700
KPWA,unicom,122.950
KPWC,awos,118.525
KPWC,ctaf,122.900
KPWD,awos,135.025
KPWD,ctaf,122.800
KPWD,unicom,122.800
KPWG,approach,127.650
KPWG,awos,135.525
KPWG,ctaf,123.050
KPWG,departure,126.125
KPWG,unicom,123.050
KPWK,approach,120.550
KPWK,approach,128.575
KPWK,atis,124.200
KPWK,clearance,124.700
KPWK,ctaf,119.900
KPWK,ground,121.700
KPWK,unicom,122.950
KPWM,approach,119.750
KPWM,approach,132.400
KPWM,asos,119.050
KPWM,atis,119.050
KPWM,clearance,121.900
KPWM,ctaf,120.900
KPWM,ground,121.900
KPWM,unicom,122.950
KPWR,ctaf,122.900
KPWT,approach,120.100
KPWT,awos,121.200
KPWT,clearance,127.100
KPWT,ctaf,123.050
KPWT,unicom,123.050
KPXE,approach,124.200
KPXE,awos,123.825
KPXE,ctaf,122.725
KPXE,unicom,122.725
KPXK,ctaf,122.900
KPYG,approach,120.050
KPYG,ctaf,122.900
KPYL,ctaf,122.900
KPYM,approach,118.200
KPYM,asos,135.625
KPYM,clearance,127.750
KPYM,ctaf,122.725
KPYM,unicom,122.725
KPYN,awos,118.475
KPYN,ctaf,122.800
KPYN,unicom,122.800
KPYP,ctaf,122.900
KPYX,awos,118.175
KPYX,ctaf,122.800
KPYX,unicom,122.800
KPZQ,approach,128.425
KPZQ,awos,118.125
KPZQ,ctaf,122.900
KPZZ,awos,121.125
KRAC,approach,135.875
KRAC,asos,121.425
KRAC,clearance,120.150
KRAC,ctaf,123.075
KRAC,unicom,123.075
KRAL,approach,135.400
KRAL,asos,128.800
KRAL,atis,128.800
KRAL,ctaf,121.000
KRAL,ground,124.125
KRAL,unicom,122.950
KRAP,approach,119.500
KRAP,asos,118.525
KRAP,ctaf,125.850
KRAP,ground,121.900
KRAP,unicom,122.950
KRAS,approach,125.400
KRAS,awos,118.425
KRAS,ctaf,122.900
KRAW,approach,127.450
KRAW,awos,118.325
KRAW,ctaf,122.900
KRAW,departure,125.925
KRBD,approach,125.200
KRBD,atis,126.350
KRBD,clearance,118.625
KRBD,ctaf,127.250
KRBD,ground,119.475
KRBD,unicom,122.950
KRBE,ctaf,122.900
KRBG,asos,135.475
KRBG,ctaf,122.800
KRBG,unicom,122.800
KRBL,asos,120.775
KRBL,ctaf,123.000
KRBL,unicom,123.000
KRBM,ctaf,123.075
KRBO,approach,120.900
KRBO,awos,118.175
KRBO,ctaf,122.900
KRBW,approach,120.700
KRBW,awos,118.725
KRBW,ctaf,122.800
KRBW,unicom,122.800
KRBY,awos,118.250
KRBY,ctaf,122.800
KRCA,approach,119.500
KRCA,atis,120.625
KRCA,ground,121.800
KRCE,approach,124.600
KRCE,awos,125.050
KRCE,ctaf,123.000
KRCE,unicom,123.000
KRCK,ctaf,122.900
KRCM,approach,127.450
KRCM,awos,119.575
KRCM,ctaf,123.000
KRCM,departure,125.925
KRCM,unicom,123.000
KRCP,awos,120.075
KRCP,ctaf,122.900
KRCR,approach,132.050
KRCR,awos,118.775
KRCR,ctaf,122.700
KRCR,unicom,122.700
KRCV,awos,118.275
KRCV,ctaf,122.900
KRCX,awos,118.125
KRCX,ctaf,122.800
KRCX,unicom,122.800
KRCZ,approach,127.800
KRCZ,awos,118.775
KRCZ,ctaf,122.800
KRCZ,unicom,122.800
KRDD,atis,124.100
KRDD,ctaf,119.800
KRDD,ground,121.700
KRDD,unicom,122.950
KRDG,approach,125.150
KRDG,asos,127.100
KRDG,atis,127.100
KRDG,ctaf,119.900
KRDG,ground,121.900
KRDG,unicom,122.950
KRDK,approach,124.500
KRDK,awos,123.925
KRDK,ctaf,122.800
KRDK,unicom,122.800
KRDM,asos,119.025
KRDM,atis,119.025
KRDM,ctaf,124.500
KRDM,ground,121.800
KRDM,unicom,122.950
KRDR,approach,118.100
KRDR,clearance,119.150
KRDR,ground,119.150
KRDU,approach,124.950
KRDU,approach,127.675
KRDU,atis,123.800
KRDU,clearance,120.100
KRDU,departure,125.300
KRDU,departure,132.350
KRDU,ground,121.900
KRDU,unicom,122.950
KRDV,ctaf,122.800
KRED,ctaf,122.900
KREG,approach,133.225
KREG,awos,121.175
KREG,ctaf,123.000
KREG,unicom,123.000
KREI,approach,127.000
KREI,ctaf,123.050
KREI,unicom,123.050
KREO,ctaf,122.900
KRFD,approach,121.000
KRFD,approach,126.000
KRFD,atis,127.600
KRFD,clearance,119.250
KRFD,ground,121.900
KRFD,unicom,122.950
KRFG,ctaf,122.800
KRFG,unicom,122.800
KRFI,approach,124.275
KRFI,awos,119.375
KRFI,ctaf,122.800
KRFI,unicom,122.800
KRGA,approach,120.150
KRGA,awos,119.625
KRGA,ctaf,122.725
KRGA,unicom,122.725
KRGK,approach,121.200
KRGK,awos,119.250
KRGK,ctaf,123.050
KRGK,unicom,123.050
KRHI,asos,126.825
KRHI,ctaf,123.000
KRHI,unicom,123.000
KRHP,awos,119.675
KRHP,ctaf,122.800
KRHP,unicom,122.800
KRHV,approach,120.100
KRHV,approach,133.950
KRHV,approach,134.500
KRHV,atis,125.200
KRHV,ctaf,119.800
KRHV,departure,121.300
KRHV,ground,121.650
KRHV,unicom,122.950
KRIC,approach,118.200
KRIC,approach,126.400
KRIC,approach,126.750
KRIC,atis,119.150
KRIC,clearance,127.550
KRIC,ground,121.900
KRIC,unicom,122.950
KRID,approach,134.450
KRID,awos,121.225
KRID,clearance,133.550
KRID,ctaf,122.700
KRID,unicom,122.700
KRIF,awos,133.375
KRIF,ctaf,122.800
KRIF,unicom,122.800
KRIL,asos,135.275
KRIL,ctaf,122.800
KRIL,unicom,122.800
KRIR,approach,135.400
KRIR,ctaf,122.800
KRIR,unicom,122.800
KRIU,ctaf,122.800
KRIU,unicom,122.800
KRIV,approach,119.250
KRIV,approach,133.500
KRIV,approach,134.000
KRIV,atis,134.750
KRIV,ground,121.750
KRIW,asos,121.425
KRIW,ctaf,122.800
KRIW,unicom,122.800
KRJD,approach,124.550
KRJD,approach,132.425
KRJD,ctaf,122.800
KRJD,unicom,122.800
KRKD,approach,120.400
KRKD,awos,119.025
KRKD,clearance,123.800
KRKD,ctaf,123.050
KRKD,unicom,123.050
KRKP,approach,120.900
KRKP,asos,119.275
KRKP,clearance,121.700
KRKP,ctaf,123.050
KRKP,unicom,123.050
KRKR,approach,120.900
KRKR,awos,120.625
KRKR,ctaf,122.800
KRKR,unicom,122.800
KRKS,awos,118.375
KRKS,ctaf,122.800
KRKS,unicom,122.800
KRKW,awos,118.775
KRKW,ctaf,122.800
KRKW,unicom,122.800
KRLD,approach,128.750
KRLD,awos,132.675
KRLD,ctaf,122.700
KRLD,unicom,122.700
KRME,approach,127.425
KRME,atis,118.700
KRME,ctaf,118.100
KRME,ground,121.900
KRME,unicom,122.950
KRMG,asos,119.925
KRMG,ctaf,122.725
KRMG,unicom,122.725
KRMN,approach,127.050
KRMN,approach,128.525
KRMN,awos,126.325
KRMN,ctaf,122.725
KRMN,unicom,122.725
KRMP,ctaf,122.900
KRMY,approach,119.200
KRMY,awos,120.025
KRMY,ctaf,122.800
KRMY,unicom,122.800
KRNC,awos,135.525
KRNC,ctaf,123.050
KRNC,unicom,123.050
KRND,approach,124.450
KRND,departure,127.100
KRND,ground,119.650
KRND,ground,124.750
KRNH,approach,121.200
KRNH,awos,120.000
KRNH,ctaf,122.975
KRNH,unicom,122.975
KRNM,approach,132.200
KRNM,atis,132.025
KRNM,ctaf,119.875
KRNM,departure,127.300
KRNM,ground,121.650
KRNM,unicom,122.950
KRNO,approach,119.200
KRNO,approach,126.300
KRNO,asos,135.800
KRNO,atis,135.800
KRNO,clearance,124.900
KRNO,ground,121.900
KRNO,unicom,122.950
KRNP,approach,128.550
KRNP,awos,118.025
KRNP,ctaf,123.000
KRNP,unicom,123.000
KRNT,approach,119.200
KRNT,approach,120.100
KRNT,approach,120.400
KRNT,approach,123.900
KRNT,approach,125.900
KRNT,approach,126.500
KRNT,approach,128.500
KRNT,asos,126.950
KRNT,atis,126.950
KRNT,ctaf,124.700
KRNT,ground,121.600
KRNT,unicom,122.950
KRNV,awos,124.175
KRNV,ctaf,122.725
KRNV,unicom,122.725
KROA,approach,118.150
KROA,approach,133.225
KROA,atis,132.375
KROA,clearance,119.700
KROA,ground,121.900
KROA,unicom,122.950
KROC,approach,119.550
KROC,approach,123.700
KROC,asos,124.825
KROC,atis,124.825
KROC,clearance,118.800
KROC,departure,127.325
KROC,ground,121.700
KROC,unicom,122.950
KROG,approach,126.600
KROG,awos,134.375
KROG,clearance,121.750
KROG,ctaf,119.375
KROG,ground,118.000
KROI,ctaf,122.900
KROR,ctaf,123.600
KROS,awos,118.800
KROS,ctaf,122.900
KROW,approach,119.600
KROW,approach,120.350
KROW,asos,128.450
KROW,atis,128.450
KROW,clearance,132.875
KROW,ctaf,118.500
KROW,ground,121.900
KROW,unicom,122.950
KROX,awos,118.075
KROX,ctaf,122.800
KROX,unicom,122.800
KRPB,ctaf,122.800
KRPB,unicom,122.800
KRPD,awos,120.525
KRPD,ctaf,122.700
KRPD,unicom,122.700
KRPH,awos,118.025
KRPH,ctaf,122.975
KRPH,unicom,122.975
KRPJ,approach,126.000
KRPJ,awos,125.200
KRPJ,ctaf,122.975
KRPJ,unicom,122.975
KRPX,ctaf,122.800
KRPX,unicom,122.800
KRQB,awos,125.875
KRQB,ctaf,122.800
KRQB,unicom,122.800
KRQE,asos,118.325
KRQE,ctaf,122.800
KRQE,unicom,122.800
KRQO,approach,124.600
KRQO,awos,118.475
KRQO,ctaf,122.800
KRQO,unicom,122.800
KRRL,awos,119.925
KRRL,ctaf,122.800
KRRL,unicom,122.800
KRRQ,approach,126.900
KRRQ,ctaf,122.800
KRRQ,unicom,122.800
KRRT,awos,119.925
KRRT,ctaf,123.050
KRRT,unicom,123.050
KRSH,awos,118.375
KRSH,ctaf,122.900
KRSL,asos,128.325
KRSL,ctaf,122.700
KRSL,unicom,122.700
KRSN,approach,126.900
KRSN,awos,119.525
KRSN,clearance,118.800
KRSN,ctaf,122.700
KRSN,unicom,122.700
KRST,approach,119.800
KRST,atis,120.500
KRST,ctaf,118.300
KRST,ground,121.900
KRST,unicom,122.950
KRSV,approach,135.350
KRSV,awos,120.500
KRSV,ctaf,123.000
KRSV,unicom,123.000
KRSW,approach,119.750
KRSW,approach,124.125
KRSW,approach,125.150
KRSW,approach,126.800
KRSW,approach,127.050
KRSW,approach,134.425
KRSW,asos,124.650
KRSW,atis,124.650
KRSW,clearance,132.075
KRSW,ctaf,128.750
KRSW,ground,121.900
KRSW,unicom,122.950
KRTN,asos,118.375
KRTN,ctaf,122.800
KRTN,unicom,122.800
KRTS,approach,126.300
KRTS,awos,135.175
KRTS,ctaf,122.700
KRTS,unicom,122.700
KRUE,asos,132.475
KRUE,ctaf,122.700
KRUE,unicom,122.700
KRUG,awos,118.475
KRUG,ctaf,122.800
KRUG,unicom,122.800
KRUQ,approach,128.325
KRUQ,awos,118.175
KRUQ,clearance,127.350
KRUQ,ctaf,122.725
KRUQ,unicom,122.725
KRUT,awos,118.375
KRUT,ctaf,122.800
KRUT,unicom,122.800
KRVF,awos,119.025
KRVF,ctaf,122.900
KRVJ,awos,128.325
KRVJ,ctaf,122.900
KRVL,awos,123.850
KRVL,ctaf,122.700
KRVL,unicom,122.700
KRVN,approach,128.050
KRVN,ctaf,122.800
KRVN,unicom,122.800
KRVR,ctaf,122.700
KRVS,approach,119.850
KRVS,approach,134.700
KRVS,asos,126.500
KRVS,atis,126.500
KRVS,clearance,124.500
KRVS,ctaf,120.300
KRVS,ground,121.700
KRVS,unicom,122.950
KRWF,asos,126.575
KRWF,ctaf,123.000
KRWF,unicom,123.000
KRWI,asos,118.875
KRWI,ctaf,123.050
KRWI,unicom,123.050
KRWL,asos,118.525
KRWL,ctaf,123.000
KRWL,unicom,123.000
KRWN,approach,132.050
KRWN,ctaf,122.800
KRWN,unicom,122.800
KRWV,approach,134.300
KRWV,awos,118.350
KRWV,ctaf,122.900
KRXE,asos,135.075
KRXE,ctaf,122.800
KRXE,unicom,122.800
KRYM,awos,121.575
KRYM,clearance,126.200
KRYN,approach,128.500
KRYN,atis,133.350
KRYN,ctaf,125.800
KRYN,ground,118.200
KRYV,approach,119.150
KRYV,awos,119.975
KRYV,ctaf,122.800
KRYV,unicom,122.800
KRYW,approach,119.000
KRYW,awos,119.375
KRYW,ctaf,122.725
KRYW,unicom,122.725
KRYY,approach,121.000
KRYY,atis,128.125
KRYY,clearance,119.000
KRYY,clearance,121.000
KRYY,ctaf,125.900
KRYY,ground,119.000
KRYY,unicom,122.700
KRZL,awos,119.175
KRZL,ctaf,122.800
KRZL,unicom,122.800
KRZN,awos,118.325
KRZN,ctaf,122.800
KRZN,unicom,122.800
KRZR,approach,125.100
KRZR,awos,120.475
KRZR,ctaf,122.700
KRZR,unicom,122.700
KRZT,approach,132.300
KRZT,approach,134.000
KRZT,awos,119.225
KRZT,ctaf,122.800
KRZT,unicom,122.800
KSAA,awos,118.175
KSAA,ctaf,122.800
KSAA,unicom,122.800
KSAC,approach,125.250
KSAC,approach,127.400
KSAC,atis,118.075
KSAC,ctaf,119.500
KSAC,ground,125.000
KSAC,unicom,122.950
KSAD,asos,124.175
KSAD,ctaf,122.800
KSAD,unicom,122.800
KSAF,atis,128.550
KSAF,ctaf,119.500
KSAF,ground,121.700
KSAF,unicom,122.950
KSAN,approach,119.600
KSAN,approach,124.350
KSAN,atis,134.800
KSAN,clearance,125.900
KSAN,ground,123.900
KSAR,approach,125.200
KSAR,awos,118.375
KSAR,ctaf,123.075
KSAR,unicom,123.075
KSAS,ctaf,122.900
KSAT,approach,118.050
KSAT,approach,121.375
KSAT,approach,124.450
KSAT,approach,125.100
KSAT,approach,125.700
KSAT,approach,127.100
KSAT,approach,128.050
KSAT,atis,118.900
KSAT,center,125.100
KSAT,center,125.700
KSAT,clearance,126.700
KSAT,ground,121.900
KSAT,unicom,122.950
KSAV,approach,118.400
KSAV,approach,120.400
KSAV,approach,121.100
KSAV,approach,125.300
KSAV,atis,123.750
KSAV,clearance,119.550
KSAV,ctaf,125.975
KSAV,ground,121.900
KSAV,unicom,122.950
KSAW,awos,118.375
KSAW,ctaf,119.975
KSAW,ground,121.650
KSAW,unicom,122.700
KSAZ,awos,118.325
KSAZ,ctaf,122.900
KSBA,approach,120.550
KSBA,approach,124.150
KSBA,approach,125.400
KSBA,approach,127.725
KSBA,asos,132.650
KSBA,atis,132.650
KSBA,clearance,132.900
KSBA,ctaf,119.700
KSBA,ground,121.700
KSBA,unicom,122.950
KSBD,approach,127.000
KSBD,approach,134.000
KSBD,approach,135.400
KSBD,atis,124.175
KSBD,ctaf,119.450
KSBD,ground,121.800
KSBD,unicom,122.975
KSBM,approach,127.375
KSBM,asos,118.425
KSBM,clearance,127.375
KSBM,ctaf,122.700
KSBM,unicom,122.700
KSBN,approach,118.550
KSBN,approach,124.100
KSBN,approach,132.050
KSBN,asos,120.675
KSBN,atis,120.675
KSBN,clearance,121.900
KSBN,ctaf,135.675
KSBN,ground,121.700
KSBO,awos,133.375
KSBO,ctaf,122.975
KSBO,unicom,122.975
KSBP,approach,127.725
KSBP,asos,120.600
KSBP,atis,120.600
KSBP,ctaf,124.000
KSBP,ground,121.600
KSBP,unicom,122.950
KSBS,awos,118.325
KSBS,ctaf,122.800
KSBS,unicom,122.800
KSBU,ctaf,122.800
KSBU,unicom,122.800
KSBX,awos,128.325
KSBX,ctaf,122.800
KSBX,unicom,122.800
KSBY,approach,127.200
KSBY,approach,127.950
KSBY,asos,118.325
KSBY,clearance,123.775
KSBY,clearance,132.450
KSBY,ctaf,119.425
KSBY,ground,123.775
KSBY,unicom,122.950
KSCA,approach,134.450
KSCA,awos,120.425
KSCA,ctaf,123.050
KSCA,unicom,123.050
KSCB,approach,135.875
KSCB,ctaf,122.900
KSCC,asos,118.400
KSCC,ctaf,123.600
KSCC,unicom,123.000
KSCD,approach,123.800
KSCD,awos,119.125
KSCD,ctaf,122.800
KSCD,unicom,122.800
KSCH,approach,132.825
KSCH,awos,119.275
KSCH,ctaf,121.300
KSCH,ground,121.900
KSCH,unicom,122.950
KSCK,approach,123.850
KSCK,approach,124.800
KSCK,approach,125.100
KSCK,atis,118.250
KSCK,ctaf,120.300
KSCK,departure,125.100
KSCK,ground,121.900
KSCK,unicom,122.950
KSCM,awos,118.425
KSCM,ctaf,123.000
KSCM,unicom,123.000
KSCR,approach,126.600
KSCR,awos,125.775
KSCR,ctaf,122.700
KSCR,unicom,122.700
KSCX,awos,135.025
KSCX,ctaf,122.800
KSCX,unicom,122.800
KSDA,approach,124.500
KSDA,awos,125.525
KSDA,ctaf,122.800
KSDA,unicom,122.800
KSDB,asos,120.625
KSDC,approach,119.550
KSDC,awos,124.200
KSDC,ctaf,122.800
KSDC,unicom,122.800
KSDF,approach,123.675
KSDF,approach,132.075
KSDF,approach,134.150
KSDF,atis,118.725
KSDF,clearance,126.100
KSDF,ground,121.700
KSDF,unicom,122.950
KSDL,approach,120.700
KSDL,atis,118.600
KSDL,clearance,124.800
KSDL,ctaf,119.900
KSDL,ground,121.600
KSDM,approach,124.350
KSDM,asos,132.350
KSDM,atis,132.350
KSDM,clearance,124.400
KSDM,ctaf,128.250
KSDM,departure,125.150
KSDM,ground,124.400
KSDM,unicom,122.950
KSDP,awos,134.850
KSDP,ctaf,122.300
KSDP,unicom,122.800
KSDY,awos,119.275
KSDY,ctaf,122.800
KSDY,unicom,122.800
KSEA,approach,119.200
KSEA,approach,120.100
KSEA,approach,120.400
KSEA,approach,123.900
KSEA,approach,125.600
KSEA,approach,125.900
KSEA,approach,126.500
KSEA,approach,128.500
KSEA,approach,133.650
KSEA,atis,118.000
KSEA,clearance,128.000
KSEA,ground,121.700
KSEA,unicom,122.950
KSEE,approach,124.350
KSEE,atis,125.450
KSEE,awos,125.450
KSEE,clearance,125.100
KSEE,ctaf,120.700
KSEE,ground,121.700
KSEF,awos,119.475
KSEF,ctaf,122.700
KSEF,unicom,122.700
KSEG,approach,118.250
KSEG,asos,123.975
KSEG,ctaf,122.700
KSEG,unicom,122.700
KSEM,approach,124.000
KSEM,awos,119.150
KSEM,ctaf,122.700
KSEM,ground,121.675
KSEM,unicom,122.700
KSEP,awos,118.075
KSEP,ctaf,122.800
KSEP,unicom,122.800
KSEQ,ctaf,122.975
KSER,approach,132.075
KSER,awos,119.425
KSER,ctaf,122.800
KSER,unicom,122.800
KSET,approach,124.200
KSET,asos,118.075
KSET,clearance,121.600
KSET,ctaf,122.700
KSET,unicom,122.700
KSEZ,approach,126.375
KSEZ,awos,118.525
KSEZ,ctaf,123.000
KSEZ,unicom,123.000
KSFB,approach,125.225
KSFB,approach,135.300
KSFB,asos,125.975
KSFB,atis,125.975
KSFB,clearance,121.350
KSFB,clearance,123.975
KSFB,ctaf,120.300
KSFB,ground,121.350
KSFF,approach,133.350
KSFF,asos,120.550
KSFF,atis,120.550
KSFF,clearance,121.700
KSFF,ctaf,132.500
KSFF,ground,121.700
KSFF,unicom,122.950
KSFM,approach,119.750
KSFM,awos,120.025
KSFM,clearance,121.725
KSFM,ctaf,123.075
KSFM,unicom,123.075
KSFO,approach,128.325
KSFO,approach,133.950
KSFO,approach,134.500
KSFO,approach,135.100
KSFO,atis,118.850
KSFO,clearance,118.200
KSFO,departure,120.900
KSFO,departure,135.100
KSFO,ground,121.800
KSFO,ground,124.250
KSFO,unicom,122.950
KSFQ,approach,127.900
KSFQ,awos,119.375
KSFQ,ctaf,122.700
KSFQ,unicom,122.700
KSFY,approach,125.950
KSFY,awos,118.650
KSFY,ctaf,122.700
KSFY,unicom,122.700
KSFZ,approach,123.675
KSFZ,awos,120.775
KSFZ,clearance,124.350
KSFZ,ctaf,123.075
KSFZ,unicom,123.075
KSGF,approach,121.100
KSGF,approach,124.950
KSGF,atis,135.125
KSGF,clearance,123.675
KSGF,ground,121.900
KSGF,unicom,122.950
KSGH,approach,118.850
KSGH,awos,134.975
KSGH,ctaf,122.950
KSGH,unicom,122.950
KSGJ,approach,120.750
KSGJ,atis,119.625
KSGJ,awos,119.625
KSGJ,ctaf,127.625
KSGJ,ground,121.175
KSGJ,unicom,122.950
KSGQ,awos,119.275
KSGR,approach,120.050
KSGR,approach,123.800
KSGR,asos,118.125
KSGR,atis,118.125
KSGR,clearance,119.250
KSGR,clearance,121.400
KSGR,ctaf,118.650
KSGR,ground,121.400
KSGR,unicom,122.950
KSGS,approach,121.200
KSGS,awos,119.425
KSGS,clearance,118.200
KSGS,ctaf,122.700
KSGS,unicom,122.700
KSGT,approach,135.400
KSGT,awos,119.025
KSGT,clearance,123.700
KSGT,ctaf,122.800
KSGT,unicom,122.800
KSGU,awos,135.075
KSGU,ctaf,123.075
KSGU,unicom,123.075
KSGY,asos,135.800
KSGY,ctaf,122.900
KSHD,approach,132.850
KSHD,awos,124.925
KSHD,clearance,118.350
KSHD,ctaf,123.000
KSHD,unicom,123.000
KSHG,awos,118.525
KSHG,ctaf,122.700
KSHH,awos,121.100
KSHH,ctaf,123.000
KSHL,awos,119.775
KSHL,ctaf,122.800
KSHL,unicom,122.800
KSHN,approach,121.100
KSHN,asos,119.275
KSHN,ctaf,122.800
KSHN,unicom,122.800
KSHR,asos,135.175
KSHR,ctaf,123.000
KSHR,unicom,123.000
KSHV,approach,119.900
KSHV,asos,128.450
KSHV,atis,128.450
KSHV,clearance,124.650
KSHV,ground,121.175
KSHV,unicom,122.950
KSHX,awos,121.575
KSHX,ctaf,122.800
KSHX,unicom,122.800
KSIF,approach,124.350
KSIF,awos,119.775
KSIF,ctaf,122.800
KSIF,unicom,122.800
KSIG,approach,119.400
KSIG,approach,120.900
KSIG,atis,120.400
KSIG,ctaf,135.875
KSIG,ground,121.700
KSIK,awos,119.175
KSIK,ctaf,122.800
KSIK,unicom,122.800
KSIT,asos,135.900
KSIT,ctaf,123.600
KSIT,unicom,122.950
KSIV,approach,135.350
KSIV,ctaf,122.800
KSIV,unicom,122.800
KSIY,asos,121.125
KSIY,ctaf,123.000
KSIY,unicom,123.000
KSJC,approach,120.100
KSJC,approach,125.350
KSJC,approach,126.475
KSJC,approach,134.500
KSJC,atis,126.950
KSJC,clearance,118.000
KSJC,ctaf,124.000
KSJC,departure,121.300
KSJC,ground,121.700
KSJC,unicom,122.950
KSJN,asos,134.225
KSJN,ctaf,122.800
KSJN,unicom,122.800
KSJS,approach,119.750
KSJS,awos,120.175
KSJS,ctaf,123.050
KSJS,unicom,123.050
KSJT,approach,125.350
KSJT,asos,128.450
KSJT,atis,128.450
KSJT,ctaf,118.300
KSJT,ground,121.900
KSJT,unicom,122.950
KSJU,approach,119.400
KSJU,approach,120.900
KSJU,atis,125.800
KSJU,clearance,126.400
KSJU,ground,121.900
KSJU,unicom,123.000
KSJX,awos,118.075
KSJX,ctaf,122.800
KSJX,unicom,122.800
KSKA,approach,123.750
KSKA,approach,133.350
KSKA,ground,123.600
KSKF,approach,118.050
KSKF,atis,120.450
KSKF,departure,125.700
KSKF,ground,121.800
KSKI,ctaf,122.800
KSKI,unicom,122.800
KSKW,ctaf,122.900
KSKX,awos,132.975
KSKX,ctaf,122.800
