ICAO,type,value
KBNA,ground,121.900
KBNA,unicom,122.950
KBNF,ctaf,122.800
KBNF,unicom,122.800
KBNG,awos,134.625
KBNG,ctaf,122.800
KBNG,unicom,122.800
KBNL,awos,119.775
KBNL,ctaf,122.800
KBNL,unicom,122.800
KBNO,asos,135.575
KBNO,ctaf,122.800
KBNO,unicom,122.800
KBNW,approach,123.900
KBNW,awos,120.925
KBNW,ctaf,123.000
KBNW,unicom,123.000
KBOI,approach,119.600
KBOI,approach,126.900
KBOI,asos,123.900
KBOI,atis,123.900
KBOI,clearance,125.900
KBOI,ground,121.700
KBOI,unicom,122.950
KBOK,awos,132.025
KBOK,ctaf,122.800
KBOK,unicom,122.800
KBOS,approach,118.250
KBOS,approach,120.600
KBOS,approach,127.200
KBOS,asos,135.000
KBOS,atis,135.000
KBOS,clearance,121.650
KBOS,departure,133.000
KBOS,ground,121.750
KBOS,ground,121.900
KBOS,unicom,122.950
KBOW,approach,119.900
KBOW,approach,120.650
KBOW,awos,123.775
KBOW,ctaf,121.200
KBOW,ground,121.900
KBOW,unicom,122.950
KBPC,awos,118.100
KBPG,awos,118.025
KBPG,ctaf,122.800
KBPG,unicom,122.800
KBPI,asos,135.225
KBPI,ctaf,122.800
KBPI,unicom,122.800
KBPK,asos,133.975
KBPK,ctaf,123.000
KBPK,unicom,123.000
KBPT,approach,121.300
KBPT,asos,126.300
KBPT,atis,126.300
KBPT,clearance,118.300
KBPT,ctaf,119.500
KBPT,ground,124.850
KBPT,unicom,122.950
KBQK,awos,124.175
KBQK,ctaf,123.000
KBQK,unicom,123.000
KBQN,atis,118.325
KBQN,awos,118.325
KBQN,clearance,120.875
KBQN,ctaf,124.950
KBQN,ground,120.875
KBQP,approach,126.900
KBQP,awos,118.375
KBQP,ctaf,122.800
KBQP,unicom,122.800
KBQR,approach,126.150
KBQR,ctaf,123.050
KBQR,unicom,123.050
KBQV,ctaf,122.500
KBQX,awos,118.375
KBRD,asos,126.775
KBRD,ctaf,122.700
KBRD,unicom,122.700
KBRG,approach,123.900
KBRG,awos,118.550
KBRG,ctaf,122.800
KBRG,unicom,122.800
KBRL,asos,118.025
KBRL,ctaf,123.000
KBRL,unicom,123.000
KBRO,approach,119.500
KBRO,asos,128.550
KBRO,atis,128.550
KBRO,ctaf,118.900
KBRO,ground,121.900
KBRO,unicom,122.950
KBRW,asos,132.150
KBRW,ctaf,123.600
KBRY,approach,132.075
KBRY,awos,119.925
KBRY,ctaf,122.800
KBRY,unicom,122.800
KBSF,atis,124.700
KBSF,ctaf,119.275
KBSF,ground,121.700
KBST,approach,118.925
KBST,awos,122.975
KBST,ctaf,122.975
KBST,unicom,122.975
KBTA,approach,135.875
KBTA,awos,120.225
KBTA,ctaf,123.050
KBTA,unicom,123.050
KBTF,clearance,120.700
KBTF,ctaf,122.800
KBTF,unicom,122.800
KBTI,awos,121.450
KBTI,ctaf,122.800
KBTL,approach,119.200
KBTL,atis,128.325
KBTL,ctaf,126.825
KBTL,ground,121.700
KBTL,unicom,122.950
KBTM,asos,135.175
KBTM,ctaf,123.000
KBTM,unicom,123.000
KBTN,awos,118.275
KBTN,ctaf,122.800
KBTN,unicom,122.800
KBTP,approach,124.750
KBTP,awos,121.450
KBTP,clearance,119.400
KBTP,ctaf,123.050
KBTP,unicom,123.050
KBTR,approach,120.300
KBTR,approach,133.225
KBTR,atis,125.200
KBTR,clearance,119.400
KBTR,clearance,126.350
KBTR,ctaf,118.450
KBTR,ground,121.900
KBTR,unicom,122.950
KBTT,asos,135.450
KBTT,ctaf,122.900
KBTV,approach,121.100
KBTV,asos,123.800
KBTV,atis,123.800
KBTV,clearance,119.150
KBTV,ctaf,118.300
KBTV,ground,126.300
KBTV,unicom,122.950
KBTY,awos,119.275
KBTY,ctaf,122.900
KBUB,ctaf,122.900
KBUF,approach,126.150
KBUF,approach,126.500
KBUF,atis,135.350
KBUF,clearance,124.700
KBUF,ground,133.200
KBUM,ctaf,122.900
KBUR,approach,120.400
KBUR,approach,124.600
KBUR,approach,134.200
KBUR,approach,135.050
KBUR,atis,134.500
KBUR,atis,135.125
KBUR,clearance,118.000
KBUR,ground,123.900
KBUR,unicom,122.950
KBUU,approach,135.875
KBUU,awos,125.275
KBUU,ctaf,123.050
KBUU,unicom,123.050
KBUY,approach,126.600
KBUY,asos,135.325
KBUY,clearance,120.250
KBUY,ctaf,122.975
KBUY,unicom,122.975
KBVI,atis,118.350
KBVI,awos,118.350
KBVI,clearance,124.850
KBVI,ctaf,120.300
KBVI,ground,121.800
KBVK,awos,135.150
KBVK,ctaf,122.900
KBVN,awos,118.575
KBVN,ctaf,122.900
KBVO,asos,132.675
KBVO,ctaf,122.825
KBVS,approach,120.700
KBVS,awos,121.125
KBVS,ctaf,123.075
KBVS,unicom,123.075
KBVU,approach,125.475
KBVU,awos,118.475
KBVU,ctaf,122.700
KBVU,unicom,122.700
KBVX,awos,126.375
KBVX,ctaf,122.800
KBVX,unicom,122.800
KBVY,approach,124.400
KBVY,asos,119.200
KBVY,atis,119.200
KBVY,ctaf,125.200
KBVY,ground,121.600
KBVY,unicom,122.950
KBWC,ctaf,122.900
KBWD,awos,118.325
KBWD,ctaf,122.800
KBWD,unicom,122.800
KBWG,asos,127.825
KBWG,ctaf,123.000
KBWG,unicom,123.000
KBWI,approach,119.000
KBWI,approach,119.700
KBWI,approach,124.550
KBWI,approach,125.525
KBWI,approach,128.700
KBWI,atis,127.800
KBWI,clearance,118.050
KBWI,departure,124.550
KBWI,departure,128.700
KBWI,ground,121.900
KBWI,unicom,119.400
KBWP,awos,127.875
KBWP,ctaf,123.000
KBWP,unicom,123.000
KBWW,awos,118.075
KBWW,ctaf,122.800
KBWW,unicom,122.800
KBXA,awos,118.025
KBXA,ctaf,122.800
KBXA,unicom,122.800
KBXG,approach,126.800
KBXG,ctaf,122.900
KBXK,approach,118.150
KBXK,approach,119.200
KBXK,approach,125.450
KBXK,approach,126.800
KBXK,awos,119.625
KBXK,ctaf,122.975
KBXK,unicom,122.975
KBXM,approach,119.750
KBXM,approach,120.400
KBXM,awos,134.875
KBXM,clearance,123.650
KBXM,ctaf,122.725
KBXM,unicom,122.725
KBYA,ctaf,122.900
KBYG,asos,135.425
KBYG,ctaf,122.800
KBYG,unicom,122.800
KBYH,ctaf,122.700
KBYH,unicom,122.700
KBYI,approach,126.700
KBYI,asos,135.575
KBYI,ctaf,122.900
KBYL,awos,119.575
KBYL,ctaf,122.700
KBYL,unicom,122.700
KBYY,approach,120.050
KBYY,awos,118.075
KBYY,ctaf,122.800
KBYY,unicom,122.800
KBZN,approach,118.975
KBZN,atis,135.425
KBZN,clearance,124.050
KBZN,ctaf,118.200
KBZN,ground,121.800
KBZN,unicom,122.950
KCAD,awos,128.325
KCAD,ctaf,122.800
KCAD,unicom,122.800
KCAE,approach,124.150
KCAE,approach,133.400
KCAE,atis,120.150
KCAE,clearance,119.750
KCAE,ground,121.900
KCAE,unicom,122.950
KCAG,asos,135.425
KCAG,ctaf,122.800
KCAG,unicom,122.800
KCAK,approach,118.600
KCAK,approach,125.500
KCAK,atis,121.050
KCAK,clearance,132.050
KCAK,ground,121.700
KCAK,unicom,122.950
KCAO,asos,120.625
KCAO,ctaf,122.800
KCAO,unicom,122.800
KCAR,asos,135.125
KCAR,ctaf,122.800
KCAR,unicom,122.800
KCAV,awos,126.575
KCAV,ctaf,122.800
KCAV,unicom,122.800
KCBE,approach,121.200
KCBE,awos,128.625
KCBE,ctaf,122.800
KCBE,unicom,122.800
KCBF,approach,124.500
KCBF,awos,126.575
KCBF,clearance,127.675
KCBF,ctaf,122.725
KCBF,unicom,122.725
KCBG,awos,121.125
KCBG,ctaf,122.800
KCBG,unicom,122.800
KCBK,awos,118.175
KCBK,ctaf,122.800
KCBK,unicom,122.800
KCBM,approach,121.075
KCBM,approach,126.075
KCBM,approach,132.025
KCBM,approach,133.250
KCBM,approach,134.550
KCBM,approach,135.600
KCBM,departure,132.025
KCBM,departure,134.550
KCBM,departure,135.600
KCBM,ground,121.900
KCCA,awos,118.725
KCCA,ctaf,122.700
KCCA,unicom,122.700
KCCB,approach,125.500
KCCB,awos,119.525
KCCB,ctaf,123.000
KCCB,unicom,123.000
KCCO,approach,119.800
KCCO,awos,118.975
KCCO,ctaf,122.700
KCCO,unicom,122.700
KCCR,approach,119.900
KCCR,atis,124.700
KCCR,clearance,118.025
KCCR,ctaf,119.700
KCCR,ground,121.900
KCCR,unicom,122.950
KCCU,awos,118.075
KCCY,approach,118.900
KCCY,awos,125.525
KCCY,ctaf,122.800
KCCY,unicom,122.800
KCDA,awos,119.275
KCDA,ctaf,122.800
KCDA,unicom,122.800
KCDB,asos,135.750
KCDB,clearance,121.500
KCDB,clearance,122.200
KCDB,clearance,123.600
KCDB,ctaf,123.600
KCDC,asos,119.025
KCDC,ctaf,123.000
KCDC,unicom,123.000
KCDD,awos,118.200
KCDD,ctaf,122.800
KCDD,unicom,122.800
KCDH,awos,125.200
KCDH,ctaf,122.700
KCDH,unicom,122.700
KCDI,awos,118.525
KCDI,ctaf,123.075
KCDI,unicom,123.075
KCDK,ctaf,122.900
KCDN,approach,125.400
KCDN,awos,119.975
KCDN,ctaf,123.000
KCDN,unicom,123.000
KCDR,asos,118.050
KCDR,ctaf,122.800
KCDR,unicom,122.800
KCDS,asos,135.125
KCDS,ctaf,122.800
KCDS,unicom,122.800
KCDV,asos,134.800
KCDV,ctaf,123.600
KCDW,approach,127.600
KCDW,asos,135.500
KCDW,atis,135.500
KCDW,clearance,121.100
KCDW,ctaf,119.800
KCDW,departure,119.200
KCDW,ground,121.900
KCDW,unicom,122.950
KCEA,approach,134.800
KCEA,clearance,125.000
KCEA,ctaf,122.900
KCEC,asos,119.925
KCEC,ctaf,122.800
KCEC,unicom,122.800
KCEF,approach,125.350
KCEF,atis,127.525
KCEF,ctaf,134.850
KCEF,ground,118.350
KCEF,unicom,122.950
KCEK,approach,124.000
KCEK,ctaf,122.800
KCEK,unicom,122.800
KCEM,ctaf,122.900
KCEU,approach,118.800
KCEU,asos,119.275
KCEU,ctaf,122.700
KCEU,unicom,122.700
KCEV,approach,134.450
KCEV,awos,118.325
KCEV,ctaf,122.800
KCEV,unicom,122.800
KCEW,approach,124.050
KCEW,asos,119.275
KCEW,ctaf,123.075
KCEW,unicom,123.075
KCEY,awos,119.975
KCEY,ctaf,122.700
KCEY,unicom,122.700
KCEZ,asos,135.625
KCEZ,ctaf,122.800
KCEZ,unicom,122.800
KCFD,approach,134.300
KCFD,awos,125.975
KCFD,ctaf,123.000
KCFD,unicom,123.000
KCFE,approach,126.500
KCFE,awos,120.450
KCFE,ctaf,122.800
KCFE,unicom,122.800
KCFJ,approach,119.050
KCFJ,awos,125.650
KCFJ,ctaf,122.800
KCFJ,unicom,122.800
KCFK,ctaf,122.700
KCFO,approach,128.250
KCFO,atis,119.025
KCFO,awos,119.025
KCFO,clearance,121.750
KCFO,clearance,124.700
KCFO,ctaf,120.200
KCFO,ground,124.700
KCFO,unicom,122.950
KCFS,approach,120.950
KCFS,awos,119.275
KCFS,ctaf,123.000
KCFS,unicom,123.000
KCFT,awos,119.050
KCFT,ctaf,122.900
KCFV,asos,121.275
KCFV,ctaf,123.000
KCFV,unicom,123.000
KCGA,ctaf,120.900
KCGC,approach,118.600
KCGC,awos,118.325
KCGC,ctaf,122.725
KCGC,unicom,122.725
KCGE,approach,121.000
KCGE,approach,135.625
KCGE,awos,120.675
KCGE,ctaf,122.700
KCGE,unicom,122.700
KCGF,approach,125.350
KCGF,atis,119.950
KCGF,clearance,121.850
KCGF,ctaf,118.500
KCGF,ground,121.850
KCGI,asos,120.550
KCGI,ctaf,125.525
KCGI,ground,124.700
KCGI,unicom,122.950
KCGS,approach,124.700
KCGS,approach,125.650
KCGS,awos,121.225
KCGS,ctaf,122.975
KCGS,unicom,122.975
KCGZ,awos,132.175
KCGZ,ctaf,122.700
KCGZ,unicom,122.700
KCHA,approach,125.100
KCHA,approach,126.500
KCHA,asos,119.850
KCHA,atis,119.850
KCHA,clearance,120.950
KCHA,ctaf,118.300
KCHA,ground,121.700
KCHA,unicom,122.950
KCHD,approach,123.700
KCHD,atis,128.325
KCHD,ctaf,126.100
KCHD,ground,124.400
KCHD,unicom,122.950
KCHK,approach,124.600
KCHK,awos,118.175
KCHK,ctaf,123.000
KCHK,unicom,123.000
KCHN,awos,118.350
KCHN,ctaf,122.900
KCHO,approach,120.525
KCHO,approach,132.850
KCHO,atis,118.425
KCHO,ctaf,124.500
KCHO,ground,121.900
KCHO,unicom,122.950
KCHP,ctaf,122.800
KCHQ,ctaf,122.900
KCHS,approach,120.700
KCHS,approach,121.275
KCHS,atis,124.750
KCHS,clearance,127.325
KCHS,ground,121.900
KCHS,unicom,122.950
KCHT,awos,118.175
KCHT,ctaf,122.800
KCHT,unicom,122.800
KCHU,ctaf,122.900
KCIC,atis,119.675
KCIC,awos,119.675
KCIC,ctaf,121.000
KCIC,ground,121.900
KCIC,unicom,122.950
KCID,approach,119.050
KCID,approach,119.700
KCID,approach,134.050
KCID,atis,124.150
KCID,clearance,125.450
KCID,ctaf,118.700
KCID,ground,121.600
KCID,unicom,122.950
KCII,awos,119.275
KCII,ctaf,122.800
KCII,unicom,122.800
KCIK,ctaf,122.900
KCIN,awos,118.025
KCIN,ctaf,122.800
KCIN,unicom,122.800
KCIR,awos,118.025
KCIR,ctaf,122.800
KCIR,unicom,122.800
KCIU,awos,127.575
KCIU,ctaf,123.000
KCIU,unicom,123.000
KCJJ,ctaf,122.800
KCJJ,unicom,122.800
KCJR,approach,128.525
KCJR,awos,119.325
KCJR,clearance,121.600
KCJR,ctaf,123.075
KCJR,unicom,123.075
KCJX,awos,118.400
KCJX,ctaf,122.800
KCKB,approach,121.150
KCKB,atis,127.825
KCKB,ctaf,126.700
KCKB,ground,121.900
KCKB,unicom,123.000
KCKC,awos,119.925
KCKC,ctaf,122.800
KCKC,unicom,122.800
KCKF,awos,119.325
KCKF,ctaf,123.050
KCKF,unicom,123.050
KCKI,approach,127.400
KCKI,awos,124.775
KCKI,ctaf,122.700
KCKI,unicom,122.700
KCKM,awos,120.675
KCKM,ctaf,122.800
KCKM,unicom,122.800
KCKN,approach,118.100
KCKN,awos,126.425
KCKN,ctaf,122.700
KCKN,unicom,122.700
KCKP,awos,119.225
KCKP,ctaf,122.800
KCKP,unicom,122.800
KCKU,ctaf,122.500
KCKV,approach,134.350
KCKV,asos,134.575
KCKV,ctaf,122.800
KCKV,unicom,122.800
KCKX,ctaf,122.800
KCKX,unicom,122.800
KCKZ,approach,123.800
KCKZ,awos,126.325
KCKZ,clearance,118.550
KCKZ,ctaf,123.000
KCKZ,unicom,123.000
KCLE,approach,126.550
KCLE,atis,127.850
KCLE,atis,132.375
KCLE,clearance,125.050
KCLE,departure,128.250
KCLE,departure,135.875
KCLE,ground,121.700
KCLE,unicom,122.950
KCLI,approach,126.300
KCLI,awos,120.675
KCLI,ctaf,122.800
KCLI,unicom,122.800
KCLK,awos,119.225
KCLK,ctaf,122.800
KCLK,unicom,122.800
KCLL,approach,134.300
KCLL,atis,126.850
KCLL,clearance,120.400
KCLL,clearance,128.700
KCLL,ctaf,118.500
KCLL,ground,128.700
KCLL,unicom,122.950
KCLM,approach,118.200
KCLM,asos,135.175
KCLM,clearance,124.150
KCLM,ctaf,122.975
KCLM,unicom,122.975
KCLP,awos,121.450
KCLP,ctaf,122.900
KCLR,ctaf,122.900
KCLS,approach,121.100
KCLS,awos,118.025
KCLS,ctaf,122.800
KCLS,unicom,122.800
KCLT,approach,120.050
KCLT,approach,120.500
KCLT,approach,124.000
KCLT,approach,126.150
KCLT,approach,128.325
KCLT,approach,134.750
KCLT,atis,121.150
KCLT,atis,132.100
KCLT,clearance,127.150
KCLT,ground,121.800
KCLT,ground,121.900
KCLT,unicom,122.950
KCLW,approach,125.300
KCLW,awos,119.225
KCLW,ctaf,123.000
KCLW,unicom,123.000
KCMA,approach,124.700
KCMA,asos,126.025
KCMA,atis,126.025
KCMA,clearance,120.750
KCMA,clearance,121.800
KCMA,ctaf,128.200
KCMA,ground,121.800
KCMA,unicom,122.950
KCMD,approach,118.050
KCMD,awos,124.175
KCMD,ctaf,122.800
KCMD,unicom,122.800
KCMH,approach,125.950
KCMH,approach,134.000
KCMH,asos,124.600
KCMH,atis,124.600
KCMH,clearance,126.300
KCMH,ground,121.900
KCMH,unicom,122.950
KCMI,approach,121.350
KCMI,approach,132.850
KCMI,approach,133.975
KCMI,atis,124.850
KCMI,clearance,128.750
KCMI,ctaf,120.400
KCMI,ground,121.800
KCMI,unicom,122.950
KCMR,awos,121.125
KCMR,ctaf,122.800
KCMR,unicom,122.800
KCMX,asos,125.675
KCMX,ctaf,122.700
KCMX,unicom,122.700
KCMY,approach,135.250
KCMY,asos,119.775
KCMY,ctaf,124.600
KCMY,ground,123.625
KCNB,awos,118.575
KCNB,ctaf,122.900
KCNC,approach,123.900
KCNC,awos,125.525
KCNC,ctaf,122.800
KCNC,unicom,122.800
KCNH,ctaf,122.700
KCNH,unicom,122.700
KCNI,approach,121.000
KCNI,awos,119.825
KCNI,ctaf,123.000
KCNI,unicom,123.000
KCNK,asos,123.825
KCNK,ctaf,122.800
KCNK,unicom,122.800
KCNM,asos,118.375
KCNM,ctaf,123.000
KCNM,unicom,123.000
KCNO,approach,135.400
KCNO,atis,125.850
KCNO,ctaf,118.500
KCNO,ground,121.600
KCNO,unicom,122.950
KCNP,ctaf,122.900
KCNU,asos,127.075
KCNU,ctaf,122.700
KCNU,unicom,122.700
KCNW,approach,127.650
KCNW,awos,134.225
KCNW,ctaf,124.000
KCNW,departure,126.125
KCNW,ground,121.700
KCNW,unicom,122.950
KCNY,asos,118.525
KCNY,ctaf,122.800
KCNY,unicom,122.800
KCOD,awos,135.075
KCOD,ctaf,122.800
KCOD,unicom,122.800
KCOE,approach,132.100
KCOE,awos,135.075
KCOE,ctaf,122.800
KCOE,unicom,122.800
KCOF,approach,126.025
KCOF,atis,119.175
KCOF,clearance,118.400
KCOF,ground,124.350
KCOI,approach,134.950
KCOI,awos,119.025
KCOI,ctaf,122.975
KCOI,unicom,122.975
KCOM,awos,119.100
KCOM,ctaf,122.800
KCOM,unicom,122.800
KCON,approach,127.350
KCON,asos,132.325
KCON,clearance,133.650
KCON,ctaf,122.700
KCON,unicom,122.700
KCOQ,approach,125.450
KCOQ,awos,118.525
KCOQ,clearance,122.150
KCOQ,ctaf,122.800
KCOQ,unicom,122.800
KCOS,approach,120.600
KCOS,approach,124.000
KCOS,asos,125.000
KCOS,atis,125.000
KCOS,clearance,134.450
KCOS,departure,124.000
KCOS,ground,121.700
KCOS,unicom,122.950
KCOT,asos,118.325
KCOT,ctaf,122.700
KCOT,unicom,122.700
KCOU,approach,124.375
KCOU,asos,128.450
KCOU,atis,128.450
KCOU,ctaf,119.300
KCOU,ground,121.600
KCOU,unicom,122.950
KCPC,approach,119.200
KCPC,awos,118.375
KCPC,ctaf,122.800
KCPC,unicom,122.800
KCPF,awos,119.025
KCPF,ctaf,122.700
KCPF,unicom,122.700
KCPK,approach,118.900
KCPK,approach,125.200
KCPK,awos,123.675
KCPK,ctaf,123.075
KCPK,departure,125.200
KCPK,unicom,123.075
KCPM,awos,127.150
KCPM,ctaf,123.050
KCPM,unicom,123.050
KCPP,approach,132.475
KCPP,awos,124.525
KCPP,ctaf,122.800
KCPP,unicom,122.800
KCPR,approach,119.000
KCPR,approach,120.650
KCPR,atis,126.150
KCPR,clearance,121.900
KCPR,ctaf,118.300
KCPR,ground,121.900
KCPR,unicom,122.950
KCPS,approach,123.700
KCPS,atis,121.450
KCPS,clearance,118.275
KCPS,clearance,121.800
KCPS,clearance,128.100
KCPS,ctaf,119.925
KCPS,ground,121.800
KCPS,unicom,122.950
KCPT,approach,135.975
KCPT,awos,119.525
KCPT,ctaf,122.800
KCPT,unicom,122.800
KCPU,approach,125.100
KCPU,awos,118.525
KCPU,ctaf,123.000
KCPU,unicom,123.000
KCPW,awos,121.125
KCPX,ctaf,122.900
KCQA,approach,134.450
KCQA,ctaf,122.800
KCQA,unicom,122.800
KCQB,awos,119.275
KCQB,ctaf,122.900
KCQF,approach,118.500
KCQF,awos,118.425
KCQF,ctaf,123.000
KCQF,unicom,123.000
KCQJ,ctaf,122.900
KCQM,awos,118.175
KCQM,ctaf,122.900
KCQW,approach,118.600
KCQW,awos,124.825
KCQW,ctaf,122.800
KCQW,unicom,122.800
KCQX,approach,118.200
KCQX,asos,135.875
KCQX,clearance,127.300
KCQX,ctaf,122.800
KCQX,unicom,122.800
KCRC,ctaf,122.900
KCRE,approach,119.200
KCRE,asos,119.625
KCRE,atis,119.625
KCRE,clearance,121.800
KCRE,ctaf,124.600
KCRE,ground,121.800
KCRE,unicom,122.950
KCRG,approach,124.900
KCRG,asos,125.400
KCRG,atis,125.400
KCRG,clearance,118.350
KCRG,ctaf,132.100
KCRG,departure,124.900
KCRG,departure,132.775
KCRG,ground,121.800
KCRG,unicom,122.950
KCRP,approach,120.900
KCRP,approach,124.800
KCRP,approach,125.400
KCRP,atis,126.800
KCRP,clearance,118.550
KCRP,ground,121.900
KCRP,unicom,122.950
KCRQ,approach,127.300
KCRQ,atis,120.150
KCRQ,clearance,134.850
KCRQ,ctaf,118.600
KCRQ,ground,121.800
KCRS,asos,120.675
KCRS,ctaf,122.800
KCRS,unicom,122.800
KCRT,ctaf,122.800
KCRT,unicom,122.800
KCRW,approach,119.200
KCRW,approach,124.100
KCRW,approach,128.500
KCRW,atis,127.600
KCRW,clearance,118.550
KCRW,ground,121.800
KCRW,unicom,122.950
KCRX,awos,118.675
KCRX,ctaf,122.800
KCRX,unicom,122.800
KCRZ,ctaf,122.900
KCSB,awos,118.375
KCSB,ctaf,122.800
KCSB,unicom,122.800
KCSG,approach,125.500
KCSG,approach,126.550
KCSG,atis,127.750
KCSG,ctaf,120.100
KCSG,ground,121.900
KCSG,unicom,122.950
KCSM,asos,118.450
KCSM,ctaf,119.600
KCSM,ground,121.700
KCSM,unicom,122.950
KCSQ,awos,124.750
KCSQ,ctaf,122.800
KCSQ,unicom,122.800
KCSR,ctaf,122.900
KCSV,asos,120.625
KCSV,ctaf,122.700
KCSV,unicom,122.700
KCTB,asos,119.025
KCTB,ctaf,123.000
KCTB,unicom,123.000
KCTH,awos,118.975
KCTJ,approach,121.000
KCTJ,awos,118.175
KCTJ,clearance,121.600
KCTJ,ctaf,122.975
KCTJ,unicom,122.975
KCTK,approach,125.800
KCTK,ctaf,122.800
KCTK,unicom,122.800
KCTY,awos,120.775
KCTY,ctaf,122.800
KCTY,unicom,122.800
KCTZ,approach,133.000
KCTZ,awos,119.125
KCTZ,ctaf,122.800
KCTZ,unicom,122.800
KCUB,approach,133.400
KCUB,asos,118.675
KCUB,clearance,124.400
KCUB,ctaf,123.075
KCUB,unicom,123.075
KCUH,awos,118.250
KCUH,ctaf,122.800
KCUH,unicom,122.800
KCUL,approach,127.350
KCUL,awos,118.425
KCUL,ctaf,122.800
KCUL,unicom,122.800
KCUT,asos,120.000
KCUT,ctaf,122.800
KCUT,unicom,122.800
KCVB,approach,118.050
KCVB,awos,119.250
KCVB,ctaf,122.800
KCVB,unicom,122.800
KCVC,approach,128.575
KCVC,awos,118.725
KCVC,ctaf,123.000
KCVC,unicom,123.000
KCVG,approach,119.700
KCVG,approach,123.875
KCVG,asos,134.375
KCVG,atis,134.375
KCVG,atis,135.300
KCVG,clearance,127.175
KCVG,departure,126.650
KCVG,departure,128.700
KCVG,ground,121.700
KCVG,unicom,122.950
KCVH,approach,124.525
KCVH,awos,120.425
KCVH,ctaf,123.000
KCVH,unicom,123.000
KCVK,ctaf,122.700
KCVK,unicom,122.700
KCVN,approach,118.425
KCVN,awos,135.375
KCVN,clearance,119.000
KCVN,ctaf,122.800
KCVN,unicom,122.800
KCVO,approach,127.500
KCVO,awos,135.775
KCVO,ctaf,123.075
KCVO,unicom,123.075
KCVS,approach,118.425
KCVS,atis,119.100
KCVS,clearance,120.200
KCVS,ground,121.900
KCVX,awos,120.000
KCVX,ctaf,122.800
KCVX,unicom,122.800
KCWA,atis,127.450
KCWA,awos,127.450
KCWA,ctaf,119.750
KCWA,ground,121.900
KCWA,unicom,122.950
KCWC,approach,120.400
KCWC,awos,119.625
KCWC,clearance,121.200
KCWC,ctaf,122.700
KCWC,unicom,122.700
KCWF,approach,119.800
KCWF,atis,120.000
KCWF,awos,120.000
KCWF,ctaf,124.200
KCWF,ground,121.650
KCWF,unicom,122.950
KCWI,approach,125.950
KCWI,awos,125.525
KCWI,clearance,118.500
KCWI,ctaf,123.075
KCWI,unicom,123.075
KCWV,awos,120.075
KCWV,ctaf,122.800
KCWV,unicom,122.800
KCXC,ctaf,122.900
KCXE,awos,121.225
KCXE,ctaf,122.900
KCXF,awos,118.000
KCXF,ctaf,122.900
KCXL,ctaf,122.800
KCXL,unicom,122.800
KCXO,approach,119.700
KCXO,atis,118.325
KCXO,clearance,119.550
KCXO,clearance,120.450
KCXO,ctaf,124.125
KCXO,ground,120.450
KCXP,approach,119.200
KCXP,awos,119.925
KCXP,clearance,133.250
KCXP,ctaf,123.000
KCXP,unicom,123.000
KCXU,awos,118.675
KCXU,ctaf,122.800
KCXU,unicom,122.800
KCXW,approach,119.500
KCXW,approach,135.400
KCXW,awos,118.775
KCXW,clearance,121.200
KCXW,ctaf,123.050
KCXW,departure,119.500
KCXW,unicom,123.050
KCXY,approach,124.100
KCXY,atis,134.950
KCXY,ctaf,119.500
KCXY,ground,121.900
KCXY,unicom,122.950
KCYD,awos,119.025
KCYO,approach,132.300
KCYO,approach,134.000
KCYO,ctaf,122.700
KCYO,unicom,122.700
KCYS,approach,124.550
KCYS,atis,134.425
KCYS,ctaf,118.700
KCYS,ground,121.900
KCYS,unicom,122.950
KCYW,approach,121.250
KCYW,awos,119.950
KCYW,ctaf,122.800
KCYW,unicom,122.800
KCZD,ctaf,122.800
KCZD,unicom,122.800
KCZF,ctaf,126.200
KCZG,approach,118.600
KCZG,awos,119.075
KCZG,clearance,121.700
KCZG,ctaf,122.800
KCZG,unicom,122.800
KCZK,ctaf,122.900
KCZL,awos,119.975
KCZL,ctaf,122.800
KCZL,unicom,122.800
KCZN,ctaf,122.900
KCZO,ctaf,122.900
KCZT,awos,119.625
KCZT,ctaf,122.800
KCZT,unicom,122.800
KDAA,approach,118.950
KDAA,approach,124.700
KDAA,atis,128.175
KDAA,ctaf,124.275
KDAA,ground,121.900
KDAB,approach,118.850
KDAB,approach,125.350
KDAB,approach,125.725
KDAB,approach,125.800
KDAB,approach,127.075
KDAB,atis,132.875
KDAB,clearance,119.300
KDAB,ground,121.900
KDAB,unicom,122.950
KDAF,approach,135.250
KDAF,ctaf,122.700
KDAF,unicom,122.700
KDAG,asos,132.175
KDAG,ctaf,123.000
KDAG,unicom,123.000
KDAL,approach,124.300
KDAL,approach,125.200
KDAL,atis,120.150
KDAL,clearance,127.900
KDAL,departure,118.550
KDAL,departure,124.300
KDAL,departure,125.125
KDAL,departure,125.200
KDAL,ground,121.750
KDAN,asos,128.125
KDAN,ctaf,123.050
KDAN,unicom,123.050
KDAW,approach,125.050
KDAW,asos,135.275
KDAW,ctaf,122.700
KDAW,unicom,122.700
KDAY,approach,118.850
KDAY,approach,134.450
KDAY,atis,125.800
KDAY,clearance,121.750
KDAY,ground,121.900
KDAY,unicom,122.950
KDBN,approach,124.200
KDBN,awos,118.425
KDBN,ctaf,122.700
KDBN,unicom,122.700
KDBQ,atis,127.250
KDBQ,ctaf,119.500
KDBQ,ground,121.800
KDBQ,unicom,122.950
KDCA,approach,119.850
KDCA,approach,124.200
KDCA,approach,124.700
KDCA,asos,132.650
KDCA,atis,132.650
